qid,name,category,country,iso,lat,lon,year,century,wikipedia,image,sitelinks,pageviews,fame_rank
Q143018,Castle Kynžvart,castle,Czech Republic,CZ,50.00431,12.60558,1597,16th century,https://en.wikipedia.org/wiki/Kyn%C5%BEvart_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%A1mek%20Kyn%C5%BEvart%20celek%201.jpg?width=1280,10,2062,2159
Q1171063,Hořovice Castle,castle,Czech Republic,CZ,49.83766,13.90901,2000,20th century,https://en.wikipedia.org/wiki/Ho%C5%99ovice_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Horovice%20Novy%20zamek.JPG?width=1280,10,818,2302
Q1190649,Château de Monte-Cristo,palace,France,FR,48.88556,2.10333,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Monte-Cristo,https://commons.wikimedia.org/wiki/Special:FilePath/Maison%20Dumas%20Ch%C3%A2teau%20de%20Monte-Cristo%2001.jpg?width=1280,10,24920,1300
Q2012221,Doornenburg Castle,castle,Netherlands,,51.89361,5.99889,1400,14th century,https://en.wikipedia.org/wiki/Doornenburg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Doornenburg-497.JPG?width=1280,10,1763,2195
Q2062903,Château de Clagny,palace,France,FR,48.80889,2.13722,1670,17th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Clagny,https://commons.wikimedia.org/wiki/Special:FilePath/Clagny%203D%20-%20C%C3%B4t%C3%A9%20cour.jpg?width=1280,10,3425,2003
Q167415,Stolberg Castle,castle,Germany,DE,51.5749,10.954,,,https://en.wikipedia.org/wiki/Stolberg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/2007-04%20Stolberg%20%28Harz%29%2022.jpg?width=1280,10,1727,2199
Q251993,Bjärka-Säby Castle,castle,Sweden,SE,58.27056,15.73889,1799,18th century,https://en.wikipedia.org/wiki/Bj%C3%A4rka-S%C3%A4by_Ch%C3%A2teau,https://commons.wikimedia.org/wiki/Special:FilePath/Bj%C3%A4rka%20S%C3%A4by%202.jpg?width=1280,10,610,2315
Q264372,Finspång Castle,castle,Sweden,SE,58.70972,15.77083,1666,17th century,https://en.wikipedia.org/wiki/Finsp%C3%A5ng_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Finsp%C3%A5ngs%20slott%2C%20den%2015%20november%202008%2C%20bild%2019.JPG?width=1280,10,1169,2267
Q266711,Hrádek u Nechanic,palace,Czech Republic,CZ,50.2235,15.66717,1900,19th century,https://en.wikipedia.org/wiki/Hr%C3%A1dek_u_Nechanic,https://commons.wikimedia.org/wiki/Special:FilePath/Hr%C3%A1dek%20u%20Nechanic%20castle%20whole.jpg?width=1280,10,988,2290
Q370894,Kratochvíle,palace,Czech Republic,CZ,49.059,14.16834,1569,16th century,https://en.wikipedia.org/wiki/Kratochv%C3%ADle_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kratochv%C3%ADle.jpg?width=1280,10,5,2343
Q686508,Linz Palace,palace,Austria,AT,48.305,14.2825,,,https://en.wikipedia.org/wiki/Linz_Castle_(Austria),https://commons.wikimedia.org/wiki/Special:FilePath/Linzcastle20050926.jpg?width=1280,10,3332,2013
Q449510,Schloss Rosenau,palace,Germany,DE,50.2981,11.0225,,,"https://en.wikipedia.org/wiki/Schloss_Rosenau,_Coburg",https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Rosenau%201900.jpg?width=1280,10,16297,1416
Q464407,Schloss Meseberg,palace,Germany,DE,52.9725,13.1013,,,https://en.wikipedia.org/wiki/Schloss_Meseberg,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20Schloss%20Meseberg%20%28view%20from%20the%20southeast%29.jpg?width=1280,10,4261,1947
Q780028,Château de Luynes,palace,France,FR,47.3865,0.5535,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Luynes,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Luynes.jpg?width=1280,10,1102,2278
Q834703,Oranienburg Palace,palace,Germany,DE,52.7547,13.2367,,,https://en.wikipedia.org/wiki/Oranienburg_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Oranienburg%20Castle.jpg?width=1280,10,3778,1984
Q837153,Château de Commercy,palace,France,FR,48.7638,5.5927,1747,18th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Commercy,https://commons.wikimedia.org/wiki/Special:FilePath/ChateauStanislasCommercyCropped.jpg?width=1280,10,2620,2084
Q2241369,Güstrow Castle,castle,Germany,DE,53.79084,12.17706,1558,16th century,https://en.wikipedia.org/wiki/G%C3%BCstrow_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/G%C3%BCstrowSchloss%26Park.JPG?width=1280,10,2448,2102
Q2243253,Savoy Castle,castle,Hungary,HU,47.1694,18.9443,,,"https://en.wikipedia.org/wiki/Savoy_Castle,_R%C3%A1ckeve",https://commons.wikimedia.org/wiki/Special:FilePath/Savoyai%20mansion%2C%20facade%2C%202018%20R%C3%A1ckeve.jpg?width=1280,10,1281,2253
Q2371512,Örbyhus Castle,castle,Sweden,SE,60.2,17.7092,,,https://en.wikipedia.org/wiki/%C3%96rbyhus_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%C3%96rbyhus%20slott%202.jpg?width=1280,10,3117,2037
Q2095479,Château de Clermont,palace,France,FR,47.32528,-1.33389,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Clermont,https://commons.wikimedia.org/wiki/Special:FilePath/Clermont%202.JPG?width=1280,10,8307,1709
Q2240075,New Castle of Ansembourg,castle,Luxembourg,LU,49.70073,6.04666,1639,17th century,https://en.wikipedia.org/wiki/New_Castle_of_Ansembourg,https://commons.wikimedia.org/wiki/Special:FilePath/Ansembourg%20New1.JPG?width=1280,10,2235,2133
Q883381,Friedrichsfelde Castle,castle,Germany,DE,52.50444,13.52333,1695,17th century,https://en.wikipedia.org/wiki/Friedrichsfelde_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Berlin%20Tierpark%20Friedrichsfelde%2012-2015%20Schloss%20img1.jpg?width=1280,10,2940,2053
Q14523328,Schloss Leopoldskron,palace,Austria,AT,47.7883,13.0386,,,https://en.wikipedia.org/wiki/Schloss_Leopoldskron,https://commons.wikimedia.org/wiki/Special:FilePath/SchlossLeopoldskronWeier.jpg?width=1280,10,18415,1370
Q572193,Alden Biesen Castle,castle,Belgium,BE,50.84169,5.52059,,,https://en.wikipedia.org/wiki/Alden_Biesen_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/AldenBiesen01.jpg?width=1280,10,10435,1600
Q1544347,Åkeshov Castle,castle,Sweden,SE,59.34083,17.92472,1650,17th century,https://en.wikipedia.org/wiki/%C3%85keshov_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Akeshov%20slott%202008%20%286%29.JPG?width=1280,10,1194,2265
Q1547865,Château de Dampierre,palace,France,FR,48.705,1.98806,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Dampierre,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Dampierre%2006.jpg?width=1280,10,9443,1649
Q668559,Château d'Ouchy,palace,Switzerland,CH,46.50672,6.62761,1893,19th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Ouchy,https://commons.wikimedia.org/wiki/Special:FilePath/2009-08-27%20Lake%20Geneva%20446.JPG?width=1280,10,2212,2135
Q4937567,Bogesund Castle,castle,Sweden,SE,59.39333,18.28444,1640,17th century,https://en.wikipedia.org/wiki/Bogesund_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bogesunds%20Slott.JPG?width=1280,10,1608,2215
Q197482,Château des Rochers-Sévigné,palace,France,FR,48.08056,-1.16889,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_des_Rochers-S%C3%A9vign%C3%A9,https://commons.wikimedia.org/wiki/Special:FilePath/Castle-Rochers-Sevigne1.jpg?width=1280,10,1419,2237
Q1418278,Slavkov Castle,castle,Czech Republic,CZ,49.15472,16.87456,1769,18th century,https://en.wikipedia.org/wiki/Slavkov_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Slavkov%20u%20Brna%20-%20Castle.jpg?width=1280,10,2253,2131
Q1434773,Ozalj Castle,castle,Croatia,HR,45.6142,15.4706,,,https://en.wikipedia.org/wiki/Ozalj_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ozalj%20Castle%20Aerial%20view.jpg?width=1280,10,1527,2228
Q39199,Clemenswerth Palace,palace,Germany,DE,52.8383,7.53719,,,https://en.wikipedia.org/wiki/Clemenswerth_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/SchlossClemenswerthPavillon.jpg?width=1280,10,1530,2227
Q2501434,Château d'Eu,palace,France,FR,50.04944,1.41694,1600,16th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Eu,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20d%27Eu%20R08.jpg?width=1280,10,12476,1522
Q2547857,Dromoland Castle,castle,Ireland,IE,52.78203,-8.90774,,,https://en.wikipedia.org/wiki/Dromoland_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Dromoland%20Castle.jpg?width=1280,10,18040,1378
Q873107,Schloss Rohrau,palace,Austria,AT,48.06243,16.85167,,,https://en.wikipedia.org/wiki/Schloss_Rohrau,https://commons.wikimedia.org/wiki/Special:FilePath/Rohrau%20-%20Schloss%20Harrach%20%282%29.JPG?width=1280,10,1873,2180
Q875756,Tratzberg Castle,castle,Austria,AT,47.3847,11.7431,1296,13th century,https://en.wikipedia.org/wiki/Tratzberg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Stans%20-%20Schloss%20Tratzberg.JPG?width=1280,10,5279,1878
Q1887338,White Lodge,castle,England,GB-ENG,51.4452,-0.2648,,,"https://en.wikipedia.org/wiki/White_Lodge,_Richmond_Park",https://commons.wikimedia.org/wiki/Special:FilePath/Richmond%20Park%20%2C%20White%20Lodge%20-%20geograph.org.uk%20-%206849827.jpg?width=1280,10,34389,1220
Q1989567,Château de Gaillon,palace,France,FR,49.16113,1.33,1810,19th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Gaillon,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Gaillon%202023%20004.jpg?width=1280,10,4040,1972
Q2001540,Trollenäs Castle,castle,Sweden,SE,55.86556,13.24506,1559,16th century,https://en.wikipedia.org/wiki/Trollen%C3%A4s_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Trollen%C3%A4s%20slott.jpg?width=1280,10,2151,2142
Q2968265,Château d'Hérouville,palace,France,FR,49.10167,2.13306,1740,18th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27H%C3%A9rouville,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20d%27H%C3%A9rouville.jpg?width=1280,10,32071,1240
Q2968461,Barsebäck Castle,castle,Sweden,SE,55.77583,12.95139,1600,16th century,https://en.wikipedia.org/wiki/Barseb%C3%A4ck_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Swedish%20castle%20Barseb%C3%A4ck.jpg?width=1280,10,849,2300
Q1606350,Royal Castle of Ciergnon,castle,Belgium,BE,50.16611,5.10806,1842,19th century,https://en.wikipedia.org/wiki/Royal_Castle_of_Ciergnon,https://commons.wikimedia.org/wiki/Special:FilePath/Ciergnon%20koninklijk%20kasteel%202-02-2013%2017-08-05.JPG?width=1280,10,4435,1934
Q1634812,Jægerspris Castle,castle,Denmark,DK,55.8565,11.9742,1722,18th century,https://en.wikipedia.org/wiki/J%C3%A6gerspris_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A6gerspris%20Slot.JPG?width=1280,10,2102,2149
Q1643048,Moosham Castle,castle,Austria,AT,47.10203,13.70686,1191,12th century,https://en.wikipedia.org/wiki/Moosham_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Unternberg%20-%20Schloss%20Moosham.JPG?width=1280,10,41459,1187
Q153575,Buchlovice Castle,castle,Czech Republic,CZ,49.08397,17.33713,1707,18th century,https://en.wikipedia.org/wiki/Buchlovice_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%A1mek%20Buchlovice%20%28Buchlowitz%29.jpg?width=1280,10,1468,2231
Q2164413,Veltrusy Mansion,palace,Czech Republic,CZ,50.27764,14.3298,1706,18th century,https://en.wikipedia.org/wiki/Veltrusy_Mansion,https://commons.wikimedia.org/wiki/Special:FilePath/Veltrusy%20z%C3%A1mek%20%C4%8Delo%201.jpg?width=1280,10,860,2299
Q2564256,Mamer Castle,castle,Luxembourg,LU,49.62611,6.02389,1830,19th century,https://en.wikipedia.org/wiki/Mamer_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Mamer%20Gemeng%202005.jpg?width=1280,10,510,2327
Q2970121,Château de Nemours,castle,France,FR,48.26556,2.69694,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Nemours,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Nemours%20P1050505.jpg?width=1280,10,1131,2272
Q2961468,Chastel Blanc,castle,Syria,SY,34.8208,36.1172,,,https://en.wikipedia.org/wiki/Chastel_Blanc,https://commons.wikimedia.org/wiki/Special:FilePath/Chastel%20Blanc.jpg?width=1280,10,4511,1929
Q2968039,Ackergill Tower,castle,Scotland,GB-SCT,58.4754,-3.11131,,,https://en.wikipedia.org/wiki/Ackergill_Tower,https://commons.wikimedia.org/wiki/Special:FilePath/Ackergill.JPG?width=1280,10,5884,1834
Q2789683,Duffus Castle,castle,Scotland,GB-SCT,57.6878,-3.36139,1140,12th century,https://en.wikipedia.org/wiki/Duffus_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Duffuscastle1.jpg?width=1280,10,5227,1882
Q2898656,Hadleigh Castle,castle,England,GB-ENG,51.5444,0.609,1230,13th century,https://en.wikipedia.org/wiki/Hadleigh_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/HadleighCastle.jpg?width=1280,10,9510,1647
Q2971472,Château des Baux,castle,France,FR,43.74444,4.79694,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_des_Baux,https://commons.wikimedia.org/wiki/Special:FilePath/Les%20Baux%20de%20Provence%20FRA%20002.jpg?width=1280,10,5555,1858
Q2989057,Kruševac Fortress,castle,Serbia,RS,43.58444,21.32194,1381,14th century,https://en.wikipedia.org/wiki/Kru%C5%A1evac_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Don%20Zon%20kula.jpg?width=1280,10,1610,2214
Q8030602,Wolvesey Castle,castle,England,GB-ENG,51.05917,-1.31,970,10th century,https://en.wikipedia.org/wiki/Wolvesey_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Wolvesey%20Castle%2038.jpg?width=1280,10,7274,1756
Q5025375,Cambridge Castle,castle,England,GB-ENG,52.2121,0.11453,,,https://en.wikipedia.org/wiki/Cambridge_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Cambridge%20Castle%201730%2C%20Buck%20brothers.jpg?width=1280,10,7907,1736
Q2970158,Norviliškės Castle,castle,Lithuania,LT,54.23639,25.78167,,,https://en.wikipedia.org/wiki/Norvili%C5%A1k%C4%97s_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Norviliskes%20Castle.jpg?width=1280,10,1069,2283
Q2970599,St. Philip's Castle,castle,Spain,ES,39.8653,4.30569,1600,16th century,https://en.wikipedia.org/wiki/St._Philip%27s_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/San%20Felipe%20Castle%20-%20Mao%20-%20Menorca%20-%20panoramio.jpg?width=1280,10,2286,2127
Q4185866,Ford Castle,castle,England,GB-ENG,55.6314,-2.09025,1338,14th century,https://en.wikipedia.org/wiki/Ford_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ford%20Castle%20-%20geograph.org.uk%20-%20354895.jpg?width=1280,10,8776,1687
Q4220211,Kyiv Castle,castle,Ukraine,UA,50.4625,30.5108,,,https://en.wikipedia.org/wiki/Kyiv_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D0%B8%D1%97%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%B7%D0%B0%D0%BC%D0%BE%D0%BA%20%D1%83%20%D1%81%D0%B5%D1%80%D0%B5%D0%B4%D0%B8%D0%BD%D1%96%20XVI%20%D1%81%D1%82.%202.jpg?width=1280,10,1214,2262
Q4258675,Łęczyca Castle,castle,Poland,PL,52.05894,19.20384,1400,14th century,https://en.wikipedia.org/wiki/%C5%81%C4%99czyca_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20Kr%C3%B3lewski%20w%20%C5%81%C4%99czycy.jpg?width=1280,10,1105,2277
Q4497261,Chęciny Castle,ruin,Poland,PL,50.79722,20.46028,1201,13th century,https://en.wikipedia.org/wiki/Ch%C4%99ciny_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C4%99ciny%20zamek%20bok.jpg?width=1280,10,2582,2090
Q11838974,Mains Castle,castle,Scotland,GB-SCT,56.48556,-2.95806,,,https://en.wikipedia.org/wiki/Mains_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Mains%20Castle.jpg?width=1280,10,2804,2069
Q13081405,Borač Castle,castle,Bosnia and Herzegovina,BA,43.73214,19.01859,,,https://en.wikipedia.org/wiki/Bora%C4%8D_(fortress),https://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D1%82%D0%B0%D1%80%D0%B8%20%D0%B3%D1%80%D0%B0%D0%B4%20%D0%91%D0%BE%D1%80%D0%B0%D1%87%20-%20%D0%A0%D0%BE%D0%B3%D0%B0%D1%82%D0%B8%D1%86%D0%B0.jpg?width=1280,10,1251,2256
Q4099435,Castle of Burgos,castle,Spain,ES,42.3428,-3.70722,900,9th century,https://en.wikipedia.org/wiki/Castle_of_Burgos,https://commons.wikimedia.org/wiki/Special:FilePath/Castle%20of%20Burgos%20and%20the%20church%20of%20Santa%20Mar%C3%ADa%20La%20Blanca.jpg?width=1280,10,4956,1900
Q4161770,Dinaburga Castle,castle,Latvia,LV,55.9125,26.725,1275,13th century,https://en.wikipedia.org/wiki/Dinaburga_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Dinaburg4.JPG?width=1280,10,1723,2200
Q3913561,Brandenbourg Castle,ruin,Luxembourg,LU,49.91167,6.13778,1000,10th century,https://en.wikipedia.org/wiki/Brandenbourg_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Tandel%2C%20Ch%C3%A2teau%20Brandenbourg%20%28122%29.jpg?width=1280,10,2514,2098
Q3944984,Portuguese Castle,castle,Iran,IR,27.10068,56.45213,1507,16th century,https://en.wikipedia.org/wiki/Fort_Nossa_Senhora_da_Concei%C3%A7%C3%A3o,https://commons.wikimedia.org/wiki/Special:FilePath/%D9%82%D9%84%D8%B9%D9%87%20%D9%BE%D8%B1%D8%AA%D9%82%D8%A7%D9%84%2002.jpg?width=1280,10,14059,1462
Q7860523,Tynemouth Castle and Priory,castle,England,GB-ENG,55.0175,-1.41889,601,7th century,https://en.wikipedia.org/wiki/Tynemouth_Priory_and_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/TynemouthCastle-2005-03-08.jpg?width=1280,10,11089,1576
Q7969192,Old Wardour Castle,castle,England,GB-ENG,51.03632,-2.0889,,,https://en.wikipedia.org/wiki/Wardour_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Old%20Wardour%20Castle%2056.JPG?width=1280,10,12500,1519
Q7996904,Whittington Castle,castle,England,GB-ENG,52.8734,-3.00373,,,https://en.wikipedia.org/wiki/Whittington_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Whittington%20Castle%20gatehouse.JPG?width=1280,10,7799,1739
Q5574254,Gniew Castle,castle,Poland,PL,53.83433,18.82801,1383,14th century,https://en.wikipedia.org/wiki/Gniew_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Zamek%20w%20Gniewie%201.jpg?width=1280,10,2258,2130
Q4585653,Absalon's Castle,castle,Denmark,DK,55.67639,12.58056,,,https://en.wikipedia.org/wiki/Absalon%27s_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Absalon%20Burg%2001.jpg?width=1280,10,2777,2071
Q5211070,Dalkeith Palace,castle,Scotland,GB-SCT,55.89963,-3.06786,,,https://en.wikipedia.org/wiki/Dalkeith_Palace,https://commons.wikimedia.org/wiki/Special:FilePath/Dalkeith%20Palace.jpg?width=1280,10,25674,1293
Q5298134,Dornoch Castle,castle,Scotland,GB-SCT,57.8798,-4.02993,,,https://en.wikipedia.org/wiki/Dornoch_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Dornoch%20Castle.jpg?width=1280,10,3996,1974
Q2658050,Dubno Castle,castle,Ukraine,UA,50.41954,25.74808,1492,15th century,https://en.wikipedia.org/wiki/Dubno_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castle%20in%20Dubno%20Ukraine.jpg?width=1280,10,2409,2105
Q4795731,Trsat Castle,castle,Croatia,HR,45.332,14.455,1300,13th century,https://en.wikipedia.org/wiki/Trsat_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Trsat%2C%2024.6.2006.%20%281%29.jpg?width=1280,10,7551,1748
Q4819493,Auckland Castle,castle,England,GB-ENG,54.6664,-1.67065,1183,12th century,https://en.wikipedia.org/wiki/Auckland_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Auckland%20Castle%20Crop.jpg?width=1280,10,17041,1397
Q5439646,Featherstone Castle,castle,England,GB-ENG,54.943,-2.51,,,https://en.wikipedia.org/wiki/Featherstone_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Featherstone%20Castle.jpg?width=1280,10,8105,1725
Q5451665,Marbin Fortress,castle,Iran,IR,32.64806,51.57028,,,https://en.wikipedia.org/wiki/Fire_Temple_of_Isfahan,https://commons.wikimedia.org/wiki/Special:FilePath/Atashgah%20Isfahan%20Zoroastrian%20fire%20temple.jpg?width=1280,10,1981,2173
Q6388845,Kendal Castle,castle,England,GB-ENG,54.3249,-2.73644,,,https://en.wikipedia.org/wiki/Kendal_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kendal%20Castle%20at%20sunset.jpg?width=1280,10,9678,1641
Q17674633,Kirby Muxloe Castle,castle,England,GB-ENG,52.6366,-1.22729,1480,15th century,https://en.wikipedia.org/wiki/Kirby_Muxloe_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kirby%20Muxloe.jpg?width=1280,10,4468,1931
Q4185821,Saffron Walden Castle,castle,England,GB-ENG,52.0255,0.242,1141,12th century,https://en.wikipedia.org/wiki/Walden_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Walden%20Castle%2C%20Saffron%20walden%20-%20geograph.org.uk%20-%20154528.jpg?width=1280,10,2542,2096
Q4992715,Ängsö Castle,castle,Sweden,SE,59.5325,16.8575,,,https://en.wikipedia.org/wiki/%C3%84ngs%C3%B6_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%C3%84ngs%C3%B6%20slott.jpg?width=1280,10,743,2309
Q7257119,Ptuj Castle,castle,Slovenia,SI,46.42136,15.8677,,,https://en.wikipedia.org/wiki/Ptuj_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Ptuj%20Castle%2003.jpg?width=1280,10,2668,2083
Q6593195,Velenje Castle,castle,Slovenia,SI,46.35676,15.10998,1270,13th century,https://en.wikipedia.org/wiki/Velenje_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Velenjski%20grad%20poleti.jpg?width=1280,10,1138,2269
Q6746629,Cocentaina Castle,castle,Spain,ES,38.74597,-0.44702,1400,14th century,https://en.wikipedia.org/wiki/Cocentaina_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20de%20Cocentaina%202.jpg?width=1280,10,575,2320
Q6481581,Lambsar Castle,castle,Iran,IR,36.5475,50.22722,,,https://en.wikipedia.org/wiki/Lambsar_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Lambesar%202000.jpg?width=1280,10,5457,1864
Q10875792,Nakatsu Castle,castle,Japan,JP,33.60663,131.18642,1587,16th century,https://en.wikipedia.org/wiki/Nakatsu_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Nakatu%20Castle%204.jpg?width=1280,10,2092,2151
Q17371472,Castle of Mytilene,castle,Greece,GR,39.11195,26.56209,,,https://en.wikipedia.org/wiki/Castle_of_Mytilene,https://commons.wikimedia.org/wiki/Special:FilePath/Fortress%20of%20Mytilini%2C%20Lesvos%201.jpg?width=1280,10,6121,1816
Q2706740,Château de Belcastel,castle,France,FR,44.38889,2.33611,,,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Belcastel,https://commons.wikimedia.org/wiki/Special:FilePath/Belcastel-panorama.jpg?width=1280,10,2991,2045
Q2714250,Bock,castle,Luxembourg,LU,49.61184,6.13697,,,https://en.wikipedia.org/wiki/Bock_(Luxembourg),https://commons.wikimedia.org/wiki/Special:FilePath/Luxembourg%20City%20Bock%20and%20G-D-Charlotte%20bridge%202013-08.JPG?width=1280,10,13436,1474
Q1979628,Svirzh Castle,castle,Ukraine,UA,49.65246,24.43196,,,https://en.wikipedia.org/wiki/Svirzh_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Svirzh.jpg?width=1280,10,1377,2241
Q524667,Santa Cruz Fort,fortress,Algeria,DZ,35.70703,-0.66537,,,https://en.wikipedia.org/wiki/Fort_of_Santa_Cruz_(Oran),https://commons.wikimedia.org/wiki/Special:FilePath/Oran%20Santa%20Cruz.JPG?width=1280,10,7817,1737
Q3519346,Bekal Fort,fortress,India,IN,12.39259,75.03299,,,https://en.wikipedia.org/wiki/Bekal_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Bakel%20fort%20Kasargod%20wide%20view.jpg?width=1280,10,32981,1231
Q1427246,Fort Metal Cross,fortress,Ghana,GH,4.79342,-1.94504,1683,17th century,https://en.wikipedia.org/wiki/Fort_Metal_Cross,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Metal%20Cross.jpg?width=1280,10,2973,2049
Q1438579,Fort Independence,fortress,United States,US,42.33806,-71.01167,1643,17th century,https://en.wikipedia.org/wiki/Fort_Independence_(Massachusetts),https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Independence%20on%20Castle%20Island.JPG?width=1280,10,24829,1301
Q2917523,Castillo de Jagua,fortress,Cuba,CU,22.06667,-80.46667,1745,18th century,https://en.wikipedia.org/wiki/Castillo_de_Jagua,https://commons.wikimedia.org/wiki/Special:FilePath/Jagua%205843.JPG?width=1280,11,2016,2030
Q206252,Citadel of Lille,fortress,France,FR,50.64111,3.04444,,,https://en.wikipedia.org/wiki/Citadel_of_Lille,https://commons.wikimedia.org/wiki/Special:FilePath/Vue%20satellite%20Citadelle%20de%20Lille.jpg?width=1280,10,11774,1553
Q954593,Fort Patience,fortress,Ghana,GH,5.28615,-0.72812,1697,17th century,https://en.wikipedia.org/wiki/Fort_Patience,https://commons.wikimedia.org/wiki/Special:FilePath/Overzicht%20bovenop%20hoekpunt%20rechts%20voor%20-%20Apam%20-%2020375238%20-%20RCE.jpg?width=1280,10,1703,2203
Q3078387,Fort du Portalet,fortress,France,FR,42.88639,-0.56278,,,https://en.wikipedia.org/wiki/Fort_du_Portalet,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20du%20Portalet.jpg?width=1280,10,13157,1497
Q1472845,Fort San Pedro,fortress,Philippines,PH,10.29253,123.90586,1565,16th century,https://en.wikipedia.org/wiki/Fort_San_Pedro,https://commons.wikimedia.org/wiki/Special:FilePath/Fuerza%20de%20San%20Pedro.jpg?width=1280,10,22176,1329
